FID,region,prefecture,commune,canton,operateur,operateur_unitaire,lon,lat
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.149505,6.193713
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b2a,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.149505,6.193713
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b29,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.127778,6.197325
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b28,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.200728,6.114327
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b28,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.200728,6.114327
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b27,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.127277,6.197971
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b27,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.127277,6.197971
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b26,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.172561,6.202812
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b26,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.172561,6.202812
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b25,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.190548,6.242333
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b24,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.123883,6.18629
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b24,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.123883,6.18629
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b23,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174771,6.18294
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b23,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174771,6.18294
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b22,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.173063,6.204088
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b22,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.173063,6.204088
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b21,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.137472,6.198543
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b21,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.137472,6.198543
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b20,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.189975,6.242153
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b20,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.189975,6.242153
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174568,6.191533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1f,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174568,6.191533
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.12681,6.199743
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1e,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.12681,6.199743
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1d,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.17698,6.185619
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.15162,6.195337
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1c,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.15162,6.195337
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.160073,6.179717
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.160073,6.179717
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1a,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176185,6.190753
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b1a,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176185,6.190753
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b19,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.17785,6.21275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b19,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.17785,6.21275
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b18,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.178211,6.213256
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b18,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.178211,6.213256
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b17,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.137709,6.198367
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b16,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.12784,6.201652
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b16,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.12784,6.201652
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b15,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.177032,6.186427
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b14,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.152592,6.194363
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b14,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.152592,6.194363
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b13,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.153537,6.192767
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b12,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.17433,6.189547
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b12,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.17433,6.189547
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b11,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.175664,6.204954
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b10,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.178023,6.213588
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b10,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.178023,6.213588
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0f,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.135502,6.201128
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0e,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.175257,6.189078
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0e,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.175257,6.189078
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.278932,6.149143
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0d,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.278932,6.149143
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0c,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.178461,6.185327
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0b,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Togocom,Togocom,1.134557,6.201363
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b0a,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.178475,6.185255
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b09,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.20003,6.114278
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b08,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.178287,6.18498
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b08,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.178287,6.18498
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b07,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.154187,6.192772
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b07,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.154187,6.192772
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b06,Maritime,Golfe,Golfe 4,Amoutivé,Togocom,Togocom,1.200169,6.114573
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b05,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.200142,6.11449
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b05,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.200142,6.11449
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b04,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.175812,6.188648
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b04,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.175812,6.188648
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b03,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Moov,1.154665,6.192742
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b03,Maritime,Golfe,Golfe 7,Aflao-Sagbado,"Moov, Togocom",Togocom,1.154665,6.192742
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b02,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.196132,6.242953
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b01,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.177236,6.183679
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b01,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.177236,6.183679
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b00,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.178606,6.213845
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4b00,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.178606,6.213845
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aff,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Moov,1.200064,6.114856
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aff,Maritime,Golfe,Golfe 4,Amoutivé,"Moov, Togocom",Togocom,1.200064,6.114856
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afe,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.183058,6.17527
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afe,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.183058,6.17527
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.178817,6.213559
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.178817,6.213559
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afc,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.17791,6.191738
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afc,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.17791,6.191738
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.179068,6.214417
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.179068,6.214417
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afa,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.166893,6.19513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4afa,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.166893,6.19513
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af9,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174802,6.180282
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af9,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174802,6.180282
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.172912,6.200486
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.172912,6.200486
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af7,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.274923,6.1429
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.177932,6.193748
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.177932,6.193748
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174565,6.17972
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174565,6.17972
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.182733,6.175129
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.182733,6.175129
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af3,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.173225,6.200492
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af3,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.173225,6.200492
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af2,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.17454,6.179655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af2,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.17454,6.179655
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.179343,6.214227
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.179343,6.214227
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af0,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Moov,1.161526,6.218133
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4af0,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Togocom,1.161526,6.218133
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aef,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.178883,6.193842
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aef,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.178883,6.193842
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aee,Maritime,Golfe,Golfe 1,Bè-Est,Togocom,Togocom,1.273923,6.146051
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aed,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Moov,1.162762,6.219377
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aed,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,"Moov, Togocom",Togocom,1.162762,6.219377
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aec,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.179714,6.2125
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aec,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.179714,6.2125
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aeb,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174902,6.205994
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aeb,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174902,6.205994
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4aea,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,Togocom,1.164433,6.21992
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae9,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.17989,6.193498
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.179883,6.176627
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.179883,6.176627
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.180264,6.212348
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.180264,6.212348
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174395,6.204442
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174395,6.204442
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae5,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.27224,6.149365
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae5,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.27224,6.149365
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.169249,6.20049
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.169249,6.20049
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae3,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Moov,1.272065,6.152493
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae3,Maritime,Golfe,Golfe 1,Bè-Est,"Moov, Togocom",Togocom,1.272065,6.152493
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae2,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.179374,6.176681
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae2,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.179374,6.176681
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae1,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176029,6.199468
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae1,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176029,6.199468
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ae0,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,Togocom,1.166112,6.220109
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4adf,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.180772,6.192292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4adf,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.180772,6.192292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ade,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Togocom,Togocom,1.180586,6.212397
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4add,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.173795,6.20401
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4adc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Moov,1.179551,6.211339
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4adc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,"Moov, Togocom",Togocom,1.179551,6.211339
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4adb,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Togocom,Togocom,1.167588,6.218777
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ada,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176587,6.199073
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ada,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176587,6.199073
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad9,Maritime,Golfe,Golfe 5,Aflao-Gakli,Togocom,Togocom,1.174308,6.202055
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176589,6.199398
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad8,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176589,6.199398
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad7,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.174309,6.20218
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad7,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.174309,6.20218
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.17654,6.200292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad6,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.17654,6.200292
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.176418,6.200406
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad5,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Togocom,1.176418,6.200406
_mview_tel_agents_mobile_money.fid--4db96f1c_1a07cade86a_-4ad4,Maritime,Golfe,Golfe 5,Aflao-Gakli,"Moov, Togocom",Moov,1.177837,6.177521
